Warnings,Name,Configuration,Velocity off rod (m/s),Apogee (m),Velocity at deployment (m/s),Optimum delay (s),Max. velocity (m/s),Max. acceleration (m/s²),Time to apogee (s),Flight time (s),Ground hit velocity (m/s)
,Baseline Results,[H128W-6],21.699,626.449,0.801,8.199,196.171,241.73,9.492,113.397,6.29
